title,link,views,watched
Back to Basics: Understanding Value Categories - Ben Saks - CppCon 2019,https://www.youtube.com/watch?v=XS2JddPq7GQ,33851,
Deep CMake for Library Authors - Craig Scott - CppCon 2019,https://www.youtube.com/watch?v=m0DwB4OvDXk,31876,
Leveraging Modern C++ in Quantitative Finance - Daniel Hanson - CppCon 2019,https://www.youtube.com/watch?v=NeGO8lWDgyo,31080,
Deprecating volatile - JF Bastien - CppCon 2019,https://www.youtube.com/watch?v=KJW_DLaVXIY,27983,
CppCon 2019: Matt Godbolt “Compiler Explorer: Behind The Scenes”,https://www.youtube.com/watch?v=kIoZDUd5DKw,27038,
Great C++ is_trivial - Jason Turner - CppCon 2019,https://www.youtube.com/watch?v=ZxWjii99yao,26595,
"CppCon 2019: Eric Niebler, Daisy Hollman “A Unifying Abstraction for Async in C++”",https://www.youtube.com/watch?v=tF-Nz4aRWAM,25429,
CppCon 2019: Marshall Clow “std::midpoint? How Hard Could it Be?”,https://www.youtube.com/watch?v=sBtAGxBh-XI,24838,
When C++ Style Guides Contradict - Nicolai Josuttis - CppCon 2019,https://www.youtube.com/watch?v=WRQ1xqYBKgc,24826,
Practical C++ Modules - Boris Kolpackov - CppCon 2019,https://www.youtube.com/watch?v=szHV6RdQdg8,23171,
"Alan Talbot “How to Choose the Right Standard Library Container, and Why You Should Want Some More”",https://www.youtube.com/watch?v=yjPKVOYcw28,23033,
"What Programmers Should Know About Memory Allocation - S. Al Bahra, H. Sowa, P. Khuong - CppCon 2019",https://www.youtube.com/watch?v=gYfd25Bdmws,22622,
Behind Enemy Lines - Reverse Engineering C++ in Modern Ages - Gal Zaban - CppCon 2019,https://www.youtube.com/watch?v=ZJpvdl_VpSM,21418,
Reading Binary Data with Style: A Serialization Framework for C++17 - Tony Wasserka - CppCon 2019,https://www.youtube.com/watch?v=o3j6hfXDCVc,21414,
Structured Concurrency: Writing Safer Concurrent Code with Coroutines... - Lewis Baker - CppCon 2019,https://www.youtube.com/watch?v=1Wy5sq3s2rg,21341,
CppCon 2019: Louis Dionne “The C++ ABI From the Ground Up”,https://www.youtube.com/watch?v=DZ93lP1I7wU,20677,
Back to Basics: Virtual Dispatch and its Alternatives - Inbal Levi - CppCon 2019,https://www.youtube.com/watch?v=jBnIMEb2GhA,20480,
CppCon 2019: Timur Doumler “C++20: The small things”,https://www.youtube.com/watch?v=Xb6u8BrfHjw,20009,
How to Implement Your First Compiler Feature:The Story of Concepts in Clang - Saar Raz - CppCon 2019,https://www.youtube.com/watch?v=Y1o4rc9P1FQ,19767,
Some Programming Myths Revisited - Patrice Roy - CppCon 2019,https://www.youtube.com/watch?v=KNqRjzSlUVo,19730,
Back to Basics: Const as a Promise -  Dan Saks - CppCon 2019,https://www.youtube.com/watch?v=NZtr93iL3R0,18764,
How to Refactor Millions of Line of Code Without Alienating Colleagues - Fred Tingaud - CppCon 2019,https://www.youtube.com/watch?v=JPnN2c2odNY,18531,
"John Bandela “Polymorphism != Virtual: Easy, Flexible Runtime Polymorphism Without Inheritance”",https://www.youtube.com/watch?v=PSxo85L2lC0,18227,
C++ Sanitizers & Fuzzing for the Windows Platform Using New Compilers... - Jim Radigan - CppCon 2019,https://www.youtube.com/watch?v=0EsqxGgYOQU,17939,
CppCon 2019: Gabriel Dos Reis “Programming with C++ Modules: Guide for the Working”,https://www.youtube.com/watch?v=tjSuKOz5HK4,17914,
Maintainability and Refactoring Impact of Higher-Level Design Features - Titus Winters - CppCon 2019,https://www.youtube.com/watch?v=v_yzLe-wnfk,17264,
Abseil's Open Source Hashtables: 2 Years In - Matt Kulukundis - CppCon 2019,https://www.youtube.com/watch?v=JZE3_0qvrMg,16873,
CppCon 2019: Conor Hoekstra “Algorithm Intuition (part 1 of 2)”,https://www.youtube.com/watch?v=pUEnO6SvAMo,16682,
CppCon 2019: Hartmut Kaiser “Asynchronous Programming in Modern C++”,https://www.youtube.com/watch?v=Hi5WnRNckm4,16522,
Let's cmakeify the C++ standard library - Jussi Pakkanen - CppCon 2019,https://www.youtube.com/watch?v=YxortD9IxSc,16356,
CppCon 2019: Andrew Sutton “Reflections: Compile-time Introspection of Source Code”,https://www.youtube.com/watch?v=ARxj3dfF_h0,16000,
CppCon 2019: Ben Saks “Back to Basics: Exception Handling and Exception Safety”,https://www.youtube.com/watch?v=W6jZKibuJpU,15699,
An Overview of Standard Ranges - Tristan Brindle - CppCon 2019,https://www.youtube.com/watch?v=SYLgG7Q5Zws,15464,
Back to Basics: Test-driven Development - Fedor Pikus - CppCon 2019,https://www.youtube.com/watch?v=RoYljVOj2H8,15339,
CppCon 2019: Ben Deane “Everyday Efficiency: In-Place Construction (Back to Basics?)”,https://www.youtube.com/watch?v=oTMSgI1XjF8,15311,
"CppCon 2019: David Stone - Removing Metaprogramming From C++, Part 1 of N: constexpr Function Params",https://www.youtube.com/watch?v=bIc5ZxFL198,15115,
CppCon 2019: Marc Gregoire 'C++20: What's in it for you?',https://www.youtube.com/watch?v=Y652wQqbYEI,14908,
From STL to Ranges: Using Ranges Effectively - Jeff Garland - CppCon 2019,https://www.youtube.com/watch?v=vJ290qlAbbw,14852,
Modern Linux C++ debugging tools - under the covers - Greg Law - CppCon 2019,https://www.youtube.com/watch?v=WoRmXjVxuFQ,14694,
Writing Safety Critical Automotive Software for High Perf AI Hardware - Michael Wong - CppCon 2019,https://www.youtube.com/watch?v=F4GzsA00s5I,14244,
Better Code with C++ Attributes - Ben Saks - CppCon 2019,https://www.youtube.com/watch?v=teUA5U6eYQY,13961,
"Reducing Template Compilation Overhead, Using  C++11, 14, 17, and 20. - Jorg Brown - CppCon 2019",https://www.youtube.com/watch?v=TyiiNVA1syk,13924,
CppCon 2019: Gordon Brown “Efficient GPU Programming with Modern C++”,https://www.youtube.com/watch?v=8pJS3n4MITM,13800,
CppCon 2019: Emery Berger “Mesh: Automatically Compacting Your C++ Application's Memory”,https://www.youtube.com/watch?v=XRAP3lBivYM,13686,
C++20 Concepts: A Day in the Life - Saar Raz - CppCon 2019,https://www.youtube.com/watch?v=qawSiMIXtE4,13585,
Why is C++ so Slow? - Boris Kolpackov - CppCon 2019,https://www.youtube.com/watch?v=j-0_D4yLhj4,13069,
Catch ⬆️: Unicode for C++23 - JeanHeyd Meneide - CppCon 2019,https://www.youtube.com/watch?v=BdUipluIf1E,12577,
CppCon 2019: Jonathan Boccara “10 Techniques to Understand Existing Code”,https://www.youtube.com/watch?v=YsMUlNGF1no,12479,
Getting Allocators out of Our Way - Alisdair Meredith & Pablo Halpern - CppCon 2019,https://www.youtube.com/watch?v=RLezJuqNcEQ,12212,
The Smart Pointers I Wish I Had -  Matthew Fleming - CppCon 2019,https://www.youtube.com/watch?v=CKCR5eFVrmc,11963,
CppCon 2019: Peter Bindels & Sy Brand 'Hello World From Scratch',https://www.youtube.com/watch?v=4V9QWHjRPMc,11815,
High performance graphics and text rendering on the GPU for... - Geller & Sermersheim - CppCon 2019,https://www.youtube.com/watch?v=Xkpgsg6jU-4,11018,
CppCon 2019: David Olsen “Faster Code Through Parallelism on CPUs and GPUs”,https://www.youtube.com/watch?v=cbbKEAWf1ow,11000,
"CppCon 2019: Rainer Grimm “Atomics, Locks, and Tasks (part 1 of 2)”",https://www.youtube.com/watch?v=o0i2fc0Keo8,10841,
Committee Fireside Chat - CppCon 2019,https://www.youtube.com/watch?v=quWUOua8JXk,10617,
Meta++: Language Support for Advanced Generative Programming - Andrew Sutton - CppCon 2019,https://www.youtube.com/watch?v=kjQXhuPX-Ac,10448,
Concurrency in C++20 and Beyond - Anthony Williams - CppCon 2019,https://www.youtube.com/watch?v=jozHW_B3D4U,10248,
A State of Compile Time Regular Expressions - Hana Dusíková - CppCon 2019,https://www.youtube.com/watch?v=8dKWdJzPwHw,9854,
The One-Decade Task: Putting std::atomic in CUDA. - Olivier Giroux - CppCon 2019,https://www.youtube.com/watch?v=VogqOscJYvk,9790,
The C++20 Synchronization Library - Bryce Adelstein Lelbach - CppCon 2019,https://www.youtube.com/watch?v=Zcqwb3CWqs4,9686,
CppCon 2019: Jonathan Müller “Using C++20's Three-way Comparison ＜=＞”,https://www.youtube.com/watch?v=8jNXy3K2Wpk,9584,
Modern C++ Macros - Jens Weller - CppCon 2019,https://www.youtube.com/watch?v=uY4iZAuov_I,9076,
"CppCon 2019: Conor Hoekstra, “Algorithm Intuition (part 2 of 2)”",https://www.youtube.com/watch?v=sEvYmb3eKsw,9039,
CppCon 2019: Robert Leahy “The Networking TS in Practice: Patterns for Real World Problems”,https://www.youtube.com/watch?v=3wy1OPqNZZ8,8732,
This One Weird Trick: std::integral_constant - Jorg Brown - CppCon 2019,https://www.youtube.com/watch?v=MKes-sG3zAU,8710,
Behind the Scenes of a C++ Build System - Jussi Pakkanen - CppCon 2019,https://www.youtube.com/watch?v=34KzT2yvQuM,8466,
CppCon 2019: Tony Van Eerd Objects vs Values: Value Oriented Programming in an Object Oriented World,https://www.youtube.com/watch?v=2JGH_SWURrI,8441,
"J. Bialek, S. Block “Killing Uninitialized Memory: Protecting the OS Without Destroying Performance”",https://www.youtube.com/watch?v=rQWjF8NvqAU,8393,
Small is beautiful: Techniques to minimise memory footprint -  Steven Pigeon - CppCon 2019,https://www.youtube.com/watch?v=Dxy66x6v4HE,8018,
"Range Algorithms, Views and Actions: A Comprehensive Guide -  Dvir Yitzchaki - CppCon 2019",https://www.youtube.com/watch?v=qQtS50ZChN8,7988,
Converting to C++20 Modules - Nathan Sidwell - CppCon 2019,https://www.youtube.com/watch?v=KVsWIEw3TTw,7988,
"Abusing Your Memory Model for Fun and Profit - Samy Al Bahra, Paul Khuong - CppCon 2019",https://www.youtube.com/watch?v=N07tM7xWF1U,7126,
"What's New in Visual Studio Code - Remote Dev, IntelliSense, Build/Debug... - T. Raj - CppCon 2019",https://www.youtube.com/watch?v=TC10i_U4qCo,7125,
Detecting Programs That Rely on Undefined Behavior - Geoffrey L. Viola - CppCon 2019,https://www.youtube.com/watch?v=EkZLN_D1BwU,6967,
Postmodern Meta C++ - Kris Jusiak - CppCon 2019,https://www.youtube.com/watch?v=uAc42iOAZLI,6576,
"Expression Templates for Efficient, Generic Finance Code - Bowie Owens - CppCon 2019",https://www.youtube.com/watch?v=4IUCBx5fIv0,6550,
Pattern Matching: A Sneak Peek - Michael Park - CppCon 2019,https://www.youtube.com/watch?v=PBZBG4nZXhk,6513,
Hal Finkel “Faster Compile Times and Better Performance: Bringing Just-in-Time Compilation to C++”,https://www.youtube.com/watch?v=6dv9vdGIaWs,6392,
Minimal Structured Logging for Autonomous Vehicles - Robert Keelan - CppCon 2019,https://www.youtube.com/watch?v=FyJI4Z6jD4w,6299,
Beautiful Folds - Manuel Bergler - CppCon 2019,https://www.youtube.com/watch?v=_orZeboZS_w,6297,
How to Write a Heap Memory Profiler - Milian Wolff - CppCon 2019,https://www.youtube.com/watch?v=YB0QoWI-g8E,6052,
C++ as a First Language... Really? - Patrice Roy - CppCon 2019,https://www.youtube.com/watch?v=AyhPigwhwbk,6044,
"Generators, Coroutines and Other Brain Unrolling Sweetness - Adi Shavit - CppCon 2019",https://www.youtube.com/watch?v=qYHDERleSL8,6036,
Functional Programming without the Functions - Norm Birkett - CppCon 2019,https://www.youtube.com/watch?v=JyCXu6K7ft8,5727,
"Tell Me Lies, Tell Me Lies, Tell Me Sweet Little Lies - Jody Hagins - CppCon 2019",https://www.youtube.com/watch?v=R0VasaMFi_E,5610,
"The Dawn of a New Error, (C++ error-handling and exceptions) - Phil Nash - CppCon 2019",https://www.youtube.com/watch?v=ZUH8p1EQswA,5602,
How to Hold a T - CJ Johnson - CppCon 2019,https://www.youtube.com/watch?v=WX8FsrUbLjc,5572,
CppCon 2019: V. Romeo “Higher-order functions in Modern C++: existing techniques and function_ref”,https://www.youtube.com/watch?v=eYEPsMZZ2LY,5552,
"Latest & Greatest in Visual Studio 2019 for C++ developers - Marian Luparu, Sy Brand - CppCon 2019",https://www.youtube.com/watch?v=AUE76-OrI-M,5443,
Ray Tracing In Minutes - Tanki Zhang - CppCon 2019,https://www.youtube.com/watch?v=KfH-TyDUq-I,5428,
A C++ Approach to Physical Units - Mateusz Pusz - CppCon 2019,https://www.youtube.com/watch?v=0YW6yxkdhlU,5296,
CppCon 2019: Michael Spencer “Building Modules”,https://www.youtube.com/watch?v=L0SHHkBenss,5173,
(Ab)using Compiler Tools - Reka Kovacs - CppCon 2019,https://www.youtube.com/watch?v=5Lke40ywMaU,5166,
Lifetime analysis for everyone - Gábor Horváth & Matthias Gehre - CppCon 2019,https://www.youtube.com/watch?v=d67kfSnhbpA,5152,
"CppCon 2019: Charley Bay “C++ ...Easy, Elegant, Powerful!”",https://www.youtube.com/watch?v=8FYzkuRsNto,5128,
Fixing C++ with Epochs - Vittorio Romeo - CppCon 2019,https://www.youtube.com/watch?v=PFdKFoQxRqM,4903,
A Series of Unfortunate Bugs - Satabdi Das - CppCon 2019,https://www.youtube.com/watch?v=jTTf_sUUhaQ,4811,
Unicode: Going Down the Rabbit Hole - Peter Bindels - CppCon 2019,https://www.youtube.com/watch?v=SMSmKg1nApM,4657,
"How to Herd 1,000 Libraries - Robert Schumacher - CppCon 2019",https://www.youtube.com/watch?v=Lb3hlLlHTrs,4632,
The Business Value of a Good API - Bob Steagall - CppCon 2019,https://www.youtube.com/watch?v=S7gGtYqtNNo,4521,
CppCon 2019: Mateusz Pusz “Rethinking the Way We Do Templates in C++”,https://www.youtube.com/watch?v=oNBnYhLxlTU,4451,
"Will Your Code Survive the Attack of the Zombie Pointers? - Wong, McKenney, Michael - CppCon 2019",https://www.youtube.com/watch?v=7bZQeOGhK84,4425,
CppCon 2019: Pete Isensee “Destructor Case Studies: Best Practices for Safe and Efficient Teardown”,https://www.youtube.com/watch?v=XvWyLAW_U0Q,4385,
std::any_of Is the most important function added to C++ - Ólafur Waage - CppCon 2019,https://www.youtube.com/watch?v=HlzYbjjtMBI,4363,
Quickly Testing Legacy C++ Code with Approval Tests - Clare Macrae - CppCon 2019,https://www.youtube.com/watch?v=3GZHvcdq32s,4343,
v.~uint32_t() - Matthis Kruse - CppCon 2019,https://www.youtube.com/watch?v=Pf8gDb-j4wQ,4279,
Compiled C++ Coding Standards - Valentin Galea - CppCon 2019,https://www.youtube.com/watch?v=j0CYkFPGjNg,4252,
Generalised Double Dispatch - Barath Kannan - CppCon 2019,https://www.youtube.com/watch?v=nNqiBasCab4,4223,
Are We Macro-free Yet? - Zhihao Yuan - CppCon 2019,https://www.youtube.com/watch?v=c6NkeF1eChs,4197,
Using a Smart Event Dispatcher in C++ - Pranay Kumar - CppCon 2019,https://www.youtube.com/watch?v=eP5zOeDFzl4,4185,
Algorithm Magic - René Rivera - CppCon 2019,https://www.youtube.com/watch?v=l9RKWUMfY-4,4153,
CppCon 2019: Jeff Garland “The C++20 Standard Library: Beyond Ranges”,https://www.youtube.com/watch?v=fI19ttpUNRQ,4083,
650 line C++ unit test library (easy to use) - Wahid Tanner - CppCon 2019,https://www.youtube.com/watch?v=nnlEQwQlHQg,4064,
"CppCon 2019: Rainer Grimm “Atomics, Locks, and Tasks (part 2 of 2)”",https://www.youtube.com/watch?v=_eaB69ta_ig,4027,
"Using Freestanding C++ for C++17 in Shellcode, UEFI, Embedded & Unikernels - Rian Quinn  CppCon 2019",https://www.youtube.com/watch?v=bKPN-CGhEC0,3984,
What a View! Building Your Own (Lazy) Range Adaptors (part 1 of 2) - Chris Di Bella - CppCon 2019,https://www.youtube.com/watch?v=YWayW5ePpkY,3979,
"Freestanding C++ - Past, Present, and Future - Ben Saks - CppCon 2019",https://www.youtube.com/watch?v=4I7XZiS0ru4,3891,
C++ Standard Library 'Little Things' - Billy O'Neal - CppCon 2019,https://www.youtube.com/watch?v=JIbH02EsdB8,3875,
"Spectre/C++ - Zola Bridges, Devin Jeanpierre - CppCon 2019",https://www.youtube.com/watch?v=ehNkhmEg0bw,3832,
When C++ Zero-Cost Abstraction fails: how-to Fix Your Compiler - Adrien Guinet - CppCon 2019,https://www.youtube.com/watch?v=EPI7dW5CUfc,3815,
"Argument dependent lookup (ADL): name taxonomy, customization points & use cases - Kostas Kyrimis",https://www.youtube.com/watch?v=u1iewQYkYGE,3697,
CppCon 2019: Michael Price “A Critical Look at the Coding Standards Landscape”,https://www.youtube.com/watch?v=5XfSM-vDYUs,3691,
Time Travel: Applying Gradual Typing to Time Types with Clang's LibTooling  Hyrum Wright CppCon 2019,https://www.youtube.com/watch?v=VN0VNoykxtk,3585,
CppCon 2019: Marco Magdy “The Design of the C++ Runtime for AWS Lambda”,https://www.youtube.com/watch?v=qdIa9vTlg9Q,3521,
Text - Corentin Jabot - CppCon 2019,https://www.youtube.com/watch?v=O8FD8NkamLQ,3517,
Function Extraction with Lambda Expressions - Hayun Ezra Chung - CppCon 2019,https://www.youtube.com/watch?v=VBZwzox3650,3515,
Why Conan? 5 reasons to use Conan package manager - Diego Rodriguez-Losada - CppCon 2019,https://www.youtube.com/watch?v=VXLzImMFS_k,3490,
"CppCon 2019: Robert Schumacher “Don't Package Your Libraries, Write Packagable Libraries! (Part 2)”",https://www.youtube.com/watch?v=_5weX5mx8hc,3484,
Using Integers as Arrays of Bitfields a.k.a. SWAR Techniques - Eduardo Madrid - CppCon 2019,https://www.youtube.com/watch?v=H-bm71KmYTE,3462,
Concepts in C++20: Revolution or Evolution - Rainer Grimm - CppCon 2019,https://www.youtube.com/watch?v=BXBnAmqZvpo,3311,
Value Proposition: Allocator-Aware (AA) Software - John Lakos - CppCon 2019,https://www.youtube.com/watch?v=ebn1C-mTFVk,3302,
"TMI on UDLs: Mechanics, Uses, and Abuses of User-Defined Literals - Stephen Dewhurst - CppCon 2019",https://www.youtube.com/watch?v=gxMiiI19VnQ,3247,
Highlighting C++ with C++ is… Hard - Marcin Zdun - CppCon 2019,https://www.youtube.com/watch?v=gminldrxjoE,3170,
CppCon 2019: Nick Uhlenhuth Upgrade from 'permissive C++' to 'modern C++' with Visual Studio 2019,https://www.youtube.com/watch?v=6orl-Tc6nLo,3158,
Dependency Management at the End of the Rainbow - Corentin Jabot - CppCon 2019,https://www.youtube.com/watch?v=k3Q-fPBe9Z0,3136,
Data in the Type System: Complex Non-Type Template Parameters in C++20 - Jeff Snyder - CppCon 2019,https://www.youtube.com/watch?v=A3lYsTG8iqw,3132,
CppCon 2019: Andreas Pasternak “Safe Software for Autonomous Mobility With Modern C++”,https://www.youtube.com/watch?v=5WbdLUc9Jls,3118,
Making Testing C++ Binaries Practical @ Facebook Scale: A CI Story - Mark Isaacson - CppCon 2019,https://www.youtube.com/watch?v=p7xdNjdtojU,3029,
I need a volunteer who is not afraid of failure - Sy Brand - CppCon 2019,https://www.youtube.com/watch?v=fz03N60Wksk,2997,
A Short Life span＜＞ For a Regular Mess - std::span - Victor Ciura - CppCon 2019,https://www.youtube.com/watch?v=J02S50z5zEo,2983,
CppCon 2019: Andrzej Krzemieński “Error Handling is Cancelling Operations”,https://www.youtube.com/watch?v=zte8IxkHqc4,2938,
C++ Class Natures in Their Canonical Form and How to Find Them - Peter Sommerlad - CppCon 2019,https://www.youtube.com/watch?v=PedVlux_p-k,2751,
Crowd Review - Mathieu Ropert - CppCon 2019,https://www.youtube.com/watch?v=_W4pX_k1AAQ,2737,
Cato the Elder - Mathieu Ropert - CppCon 2019,https://www.youtube.com/watch?v=D07iF4Lp4kM,2729,
"Mostly Invalid: flat_map, Exception Guarantees, and the STL - Arthur O'Dwyer - CppCon 2019",https://www.youtube.com/watch?v=b9ZYM0d6htg,2728,
Infiltrating a Code Base: Moving Toward a Better C - Brian Ruth - CppCon 2019,https://www.youtube.com/watch?v=muvUKqsmGWU,2713,
"From Algorithm to Generic, Parallel Code - Dietmar Kuhl - CppCon 2019",https://www.youtube.com/watch?v=RrG_A7Ybzo4,2708,
C++20 - or not - Staffan Tjernstrom - CppCon 2019,https://www.youtube.com/watch?v=QwnjbOFOVh0,2703,
Memory Resources in a Heterogeneous World - Michał Dominiak - CppCon 2019,https://www.youtube.com/watch?v=5UVeh4_5B8I,2634,
Make impossible state unrepresentable - Lesley Lai - CppCon 2019,https://www.youtube.com/watch?v=hYyRrYwfy3k,2622,
A tale of two allocations - Pranay Kumar - CppCon 2019,https://www.youtube.com/watch?v=h-U9L67R1jE,2599,
Building happiness in your life - Steve Robinson - CppCon 2019,https://www.youtube.com/watch?v=uu143M26z5E,2528,
EDSL Infinity Wars: Mainstreaming Symbolic Computation - Joel Falcou & Vincent Reverdy - CppCon 2019,https://www.youtube.com/watch?v=XH00wB_bbU4,2519,
What a View! Building Your Own (Lazy) Range Adaptors (part 2 of 2) - Chris Di Bella - CppCon 2019,https://www.youtube.com/watch?v=g-F280_AQp8,2506,
Anything can be a Constexpr if you try hard enough - Zoe Carver - CppCon 2019,https://www.youtube.com/watch?v=emdg3h6yFbg,2504,
clang-misexpect - Managing your __builtin_expect(ations) - Paul Kirth - CppCon 2019,https://www.youtube.com/watch?v=M9fQyTBz2wQ,2501,
"Contract use: Past, Present, and Future - Joshua Berne - CppCon 2019",https://www.youtube.com/watch?v=mmyIZzqh5ls,2497,
A new tool for fighting against Hyrum’s law in ... concept-driven design - D. Hollman - CppCon 2019,https://www.youtube.com/watch?v=sFfRxjAvxhc,2478,
Avoid Misuse of Contracts! - Rostislav Khlebnikov - CppCon 2019,https://www.youtube.com/watch?v=KFJ5p-T-S7Q,2448,
CppCon 2019: Manu Sánchez “Next generation unit testing using static reflection”,https://www.youtube.com/watch?v=8adO3fN1Igg,2404,
The Truth of a Procedure - Lisa Lippincott - CppCon 2019,https://www.youtube.com/watch?v=baKqCOLKcPc,2300,
Lifetime and Ownership - Ownership is Decided Locally - Jefferson Carpenter - CppCon 2019,https://www.youtube.com/watch?v=3iX6Yi-JwdQ,2299,
An Introduction to hpxMP... - Tianyi Zhang - CppCon 2019,https://www.youtube.com/watch?v=Ct7dT0o3wJc,2276,
23 Ranges: slide & stride - Conor Hoekstra - CppCon 2019,https://www.youtube.com/watch?v=-_lqZJK2vjI,2223,
"CppCon 2019: Matthew Butler “If You Can't Open It, You Don't Own It”",https://www.youtube.com/watch?v=oqV3HNezHcY,2208,
ISO/IEC 14882 - Timur Doumler - CppCon 2019,https://www.youtube.com/watch?v=bkBEAUMuFwo,2204,
Language as an Ultimate Approach to Problem Solving - Alex Voronov - CppCon 2019,https://www.youtube.com/watch?v=dx3YovTZRNs,2165,
Dynamite the Monoliths! Taming dependency cycles in a 20-year old... - Paul Licameli - CppCon 2019,https://www.youtube.com/watch?v=E7sXU9cT3RE,2114,
"Jorge Gorbe Moya, Jordan Rupprecht “Releasing C++ Toolchains Weekly in a 'Live at Head' World”",https://www.youtube.com/watch?v=zh91if43QLM,2112,
C++ and Objective C++ Gotachs - Nipun Jindal - CppCon 2019,https://www.youtube.com/watch?v=a3riN3lb7xQ,2066,
Awesome Macros That Do Nothing - Louis Thomas - CppCon 2019,https://www.youtube.com/watch?v=8Aq10NCdj44,2007,
Code Samples that Actually Compile - Clare Macrae - CppCon 2019,https://www.youtube.com/watch?v=8mkHhwGkbXg,1907,
Inference in C++: The big picture -  Michael Spertus - CppCon 2019,https://www.youtube.com/watch?v=61DSCW2KL3U,1904,
My favorite feature in Visual C++ Update 3 - Jonathan Caves - CppCon 2019,https://www.youtube.com/watch?v=SLbdDyLGOgY,1869,
Keep Your Friends under control - Phil Nash - CppCon 2019,https://www.youtube.com/watch?v=vPXZxQm-2-0,1851,
My Temporary Materialization Misconception - Steffan Tjernstrom - CppCon 2019,https://www.youtube.com/watch?v=5v8Iyix0kAU,1765,
Unit Testing: Prefer Children Over Friends - Michael T. Starks - CppCon 2019,https://www.youtube.com/watch?v=dDD_W4A93Pg,1741,
Making sense of terrible template errors with 'camomilla' - Vittorio Romeo - CppCon 2019,https://www.youtube.com/watch?v=3dUZn3eloWE,1673,
"atomic_try_update - A more, better compare-and-swap - Matthew Fleming - CppCon 2019",https://www.youtube.com/watch?v=9ZbZF4VFBIU,1606,
unique_pseudofunction: N overloads for the price of 1 - Filipp Gelman - CppCon 2019,https://www.youtube.com/watch?v=3Ms0gi5GfL0,1574,
C++ Standardization - Peter Bindels - CppCon 2019,https://www.youtube.com/watch?v=YSv5iGE-muA,1563,
Embedded Debugging with Visual Studio - Brian Ruth - CppCon 2019,https://www.youtube.com/watch?v=Qy8D9fO1t1I,1542,
